exp_name,task_type,hashed_id,joint_id_task,task_name,task_number,attempt_number,num_actions,solved,test_output_grid,first_written_solution,last_written_solution,complete,first_written_solution_word_count,last_written_solution_word_count,word_count_diff
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_e133d23d.json,e133d23d.json,2,3,66,false,|202|022|220|,"if there are five pink square you need to fill in four orange squares, with four blue squares touching in one point you will in three orange squares
",If there are four blue squares than you put two orange squares in each column totaling six,true,28,17,-11
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_0e671a1a.json,0e671a1a.json,5,2,64,false,|0000000000000|0000000000000|0000000000450|0000000000550|0000000000550|0255555555550|0000000000500|0000000000500|0000000000500|0000000000500|0000000000500|0000000355500|0000000000000|,"Your starting point is always red, you continue to the yellow square using the shortest path and then you continue to the green square again using the shortest path","your starting point is always the red, you continue your path to yellow and always end with green",true,29,18,-11
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_8e2edd66.json,8e2edd66.json,1,3,55,false,|000000001|000000100|000000101|001000000|100000000|101000000|001000001|100000100|101010101|,"color 4 squares in 4 columns in the first, third, seventh and ninth column",Put four squares in 4 locations,true,14,6,-8
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_8e2edd66.json,8e2edd66.json,1,2,50,false,|000000001|000000100|000000101|001000000|100000000|101000000|001000001|100000100|101000101|,"color 4 squares in 4 columns in the first, third, seventh and ninth column",Put four squares in 4 locations,true,14,6,-8
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_0e671a1a.json,0e671a1a.json,5,1,36,false,|0000000000000|0000000000000|0555555555400|0500000000500|0500000000500|0200000000500|0000000000500|0000000000500|0000000000500|0000000000500|0000000000500|0000000355500|0000000000000|,"Your starting point is always red, you continue to the yellow square using the shortest path and then you continue to the green square again using the shortest path","your starting point is always the red, you continue your path to yellow and always end with green",true,29,18,-11
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_e133d23d.json,e133d23d.json,2,2,33,false,|202|202|222|,"if there are five pink square you need to fill in four orange squares, with four blue squares touching in one point you will in three orange squares
",If there are four blue squares than you put two orange squares in each column totaling six,true,28,17,-11
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_8e2edd66.json,8e2edd66.json,1,1,25,false,|000000001|000000010|000000011|001000000|100000000|101000000|001000001|100000110|101000111|,"color 4 squares in 4 columns in the first, third, seventh and ninth column",Put four squares in 4 locations,true,14,6,-8
expv6_4,evaluation,7901ea37875cfc9b6a16b521c0e1dbd8,7901ea37875cfc9b6a16b521c0e1dbd8_e133d23d.json,e133d23d.json,2,1,13,false,|202|202|220|,"if there are five pink square you need to fill in four orange squares, with four blue squares touching in one point you will in three orange squares
",If there are four blue squares than you put two orange squares in each column totaling six,true,28,17,-11
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b190f7f5.json,b190f7f5.json,2,3,467,false,|00000000000000000000|00000000000000000000|00033000000001100000|00333300000011110000|00300300000010010000|00333300000011110000|00000022002200000000|00000222222220000000|00000200220020000000|00000222222220000000|00000022002200000000|00000222222220000000|00000200220020000000|00000222222220000000|00033000000003300000|00333300000033330000|00300300000030030000|00333300000033330000|00000000000000000000|00000000000000000000|,I have no clue what I was doing honestly but I think i see a pattern of following the light blue in the shape that its at?,"It looks like I was supposed to follow the light blue pattern in the grid with the colored pattern but when I attempted it, it was still wrong",true,27,28,1
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b91ae062.json,b91ae062.json,4,3,287,false,|000111000|000111000|000111000|000888777|000888777|000888777|999999000|999999000|999999000|,The examples were full blocks per one colored block so I made a large grid and made each colored block 9 blocks,"I have no idea what the pattern couldve been, i tried three different patterns on what it may have been and cant figure out what the pattern could be",true,22,29,7
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b190f7f5.json,b190f7f5.json,2,2,230,false,|00000000000000000000|00330000000001100000|03333000000011110000|03003000000010010000|03333000000011110000|00000220002200000000|00002222022220000000|00002002020020000000|00002222022220000000|00000000000000000000|00000220002200000000|00002222022220000000|00002002020020000000|00002222022220000000|00330000000003300000|03333000000033330000|03003000000030030000|03333000000033330000|00000000000000000000|00000000000000000000|,I have no clue what I was doing honestly but I think i see a pattern of following the light blue in the shape that its at?,"It looks like I was supposed to follow the light blue pattern in the grid with the colored pattern but when I attempted it, it was still wrong",true,27,28,1
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b91ae062.json,b91ae062.json,4,2,215,false,|000001111100000|000001111100000|000001111100000|000001111100000|000001111100000|000008888877777|000008888877777|000008888877777|000008888877777|000008888877777|999999999900000|999999999900000|999999999900000|999999999900000|999999999900000|,The examples were full blocks per one colored block so I made a large grid and made each colored block 9 blocks,"I have no idea what the pattern couldve been, i tried three different patterns on what it may have been and cant figure out what the pattern could be",true,22,29,7
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b7249182.json,b7249182.json,3,2,94,true,|000000000|000700000|000700000|000700000|000700000|000700000|000700000|077777000|070007000|060006000|066666000|000600000|000600000|000600000|000600000|000600000|000600000|000000000|000000000|,I followed the pattern in the examples to line up the colors,"In all the examples the forks were only 2 long, so i did 2 blocks long",true,12,16,4
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b91ae062.json,b91ae062.json,4,1,66,false,|00000000000000000000|00000000000000000000|00000000000000000000|00000000111000000000|00000000111000000000|00000000111000000000|00000000888777000000|00000000888777000000|00000000888777000000|00000999999000000000|00000999999000000000|00000999999000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|00000000000000000000|,The examples were full blocks per one colored block so I made a large grid and made each colored block 9 blocks,"I have no idea what the pattern couldve been, i tried three different patterns on what it may have been and cant figure out what the pattern could be",true,22,29,7
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b7249182.json,b7249182.json,3,1,49,false,|000000000|000700000|000700000|000700000|000700000|000700000|077777000|070007000|070007000|060006000|060006000|066666000|000600000|000600000|000600000|000600000|000600000|000000000|000000000|,I followed the pattern in the examples to line up the colors,"In all the examples the forks were only 2 long, so i did 2 blocks long",true,12,16,4
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_b190f7f5.json,b190f7f5.json,2,1,41,false,|1002|0330|0330|3003|0000|0220|1001|0000|,I have no clue what I was doing honestly but I think i see a pattern of following the light blue in the shape that its at?,"It looks like I was supposed to follow the light blue pattern in the grid with the colored pattern but when I attempted it, it was still wrong",true,27,28,1
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_a9f96cdd.json,a9f96cdd.json,1,2,13,true,|00030|00000|00080|,"In the examples, red is in the middle of all the examples and just followed the patterns",The red square in the input is in the middle of the output examples and just followed the patterns of the examples,true,17,22,5
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_bc1d5164.json,bc1d5164.json,5,1,10,true,|011|100|011|,I followed what the test input shows on a big grid and noticed the examples are just inputting the blocks on output grid,I followed what the test input shows on a big grid and noticed the examples are just inputting the blocks on output grid,true,23,23,0
expv4,training,790ca9544c747ea68d5529b4cf1d3b60,790ca9544c747ea68d5529b4cf1d3b60_a9f96cdd.json,a9f96cdd.json,1,1,8,false,|00030|00002|00080|,"In the examples, red is in the middle of all the examples and just followed the patterns",The red square in the input is in the middle of the output examples and just followed the patterns of the examples,true,17,22,5
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_a04b2602.json,a04b2602.json,1,2,394,true,|000002000000111121333333300|000000000000121111113333300|000333333111111111213333300|000333111121031121113333302|001113121111231211333333300|001213111330031113333333300|001111113330033333333333300|000331213330031113333331110|000311113330031213333331210|000312213330031113333331110|000311113330000000220000000|000000000000000000200000000|000000000000033331111100000|020000000000033331212100000|000000000200111111111100000|000200000002121221333300020|,The input was the green base boxes with red dots. The output was to draw a blue outline of boxes around the red dots on the green bases.,"The input was to draw the green base boxes, with red dots scattered across both the black background and the red dots on the green bases. Once the red dots were put on to the green boxes there was to be a blue outline drawn around those red dots.",true,28,49,21
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_a04b2602.json,a04b2602.json,1,1,380,false,|000000000000111121333333300|000000000000121111113333300|000333333111111111213333300|000333111121031121113333300|001113121111031211333333300|001213111330031113333333300|001111113330033333333333300|000331213330031113333331110|000311113330031213333331210|000312213330031113333331110|000311113330000000000000000|000000000000000000000000000|000000000000033331111100000|000000000000033331212100000|000000000000111111111100000|000000000000121221333300000|,The input was the green base boxes with red dots. The output was to draw a blue outline of boxes around the red dots on the green bases.,"The input was to draw the green base boxes, with red dots scattered across both the black background and the red dots on the green bases. Once the red dots were put on to the green boxes there was to be a blue outline drawn around those red dots.",true,28,49,21
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_9def23fe.json,9def23fe.json,2,3,201,false,|00000000000000000000|00000000000000000000|00000010022222220000|22222222222222220001|00000100022222222222|22222222222222222222|22222222222222222222|01000000022222222222|22222222222222220001|00000000002220200000|00000000002220200000|00000000002220200000|00000000012220200000|00000000002220200000|00000000002220200000|00000000002220200000|00000000002220200000|00000000002221200000|00000000002220200000|00000000002220210000|,"After placing the red box and the blue dots, there was to be a red line drawn between only the blue dots that had a gap between them.",I really got lost on this one.  I thought that it was to draw the red lines between only the blue dots that had a single black gap between them. and no redlines that would extend on the outside edges of the red boundary box.,true,28,45,17
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_9def23fe.json,9def23fe.json,2,2,194,false,|00000000000000000000|00000000000000000000|00000010022222222222|22222222222222220001|00000100022222222222|22222222222222222222|22222222222222222222|01000000022222222222|22222222222222220001|00000000002220200000|00000000002220200000|00000000002220200000|00000000012220200000|00000000002220200000|00000000002220200000|00000000002220200000|00000000002220200000|00000000002221200000|00000000002220200000|00000000002220210000|,"After placing the red box and the blue dots, there was to be a red line drawn between only the blue dots that had a gap between them.",I really got lost on this one.  I thought that it was to draw the red lines between only the blue dots that had a single black gap between them. and no redlines that would extend on the outside edges of the red boundary box.,true,28,45,17
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_9def23fe.json,9def23fe.json,2,1,184,false,|00000000000000000000|00000000000000000000|00000010022222222222|22222222222222220001|00000100022222222222|22222222222222220000|22222222222222220000|01000000022222222222|22222222222222220001|00000000002220200000|00000000002220200000|00000000002220200000|00000000012220200000|00000000002220200000|00000000002220200000|00000000002220200000|00000000002220200000|00000000002221200000|00000000002220200000|00000000002220210000|,"After placing the red box and the blue dots, there was to be a red line drawn between only the blue dots that had a gap between them.",I really got lost on this one.  I thought that it was to draw the red lines between only the blue dots that had a single black gap between them. and no redlines that would extend on the outside edges of the red boundary box.,true,28,45,17
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_712bf12e.json,712bf12e.json,4,1,90,true,|0005250000055|0000250505550|0000205000000|5050205500005|0055250000005|0000200050502|0055250500002|5000255050002|0500200025502|0505200525052|0502200225522|5052505202220|0002000202550|,The rules was to lay out the grey boxes and then add the 3 red dots at the bottom. From there you trace to red up going between the grey boxes and only being able to turn to the right and never the left. So if you came to a point along the trail that there was no way to go right. The red line stopped there.,The rules was to lay out the grey boxes and then add the 3 red dots at the bottom. From there you trace to red up going between the grey boxes and only being able to turn to the right and never the left. So if you came to a point along the trail that there was no way to go right. The red line stopped there.,true,67,67,0
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_782b5218.json,782b5218.json,5,2,87,true,|0000000000|0000000000|0000000000|0000000000|0222022202|2292229222|9999999999|9999999999|9999999999|9999999999|,"The orange dots marked the top of the pattern, anything above the orange dots was to be deleted and everything below the orange dots was to be filled in with the dark red color.","Anything above the orange dots was to be deleted, and every black square below the orange dots was to be filled in entirely up to the orange dots, with the color red.",true,34,32,-2
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_782b5218.json,782b5218.json,5,1,69,false,|0000000000|0000000000|0000000000|0000000000|0777077707|7797779777|9999999999|9999999999|9999999999|9999999999|,"The orange dots marked the top of the pattern, anything above the orange dots was to be deleted and everything below the orange dots was to be filled in with the dark red color.","Anything above the orange dots was to be deleted, and every black square below the orange dots was to be filled in entirely up to the orange dots, with the color red.",true,34,32,-2
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_d19f7514.json,d19f7514.json,3,3,27,false,|4404|0404|0004|4404|4444|4444|,I thought the rule was to take the top 6 high and 4 wide boxes and copy the pattern from green to yellow.,I have no idea honestly.,true,23,5,-18
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_d19f7514.json,d19f7514.json,3,2,24,false,|4404|0404|0004|4404|4044|4444|,I thought the rule was to take the top 6 high and 4 wide boxes and copy the pattern from green to yellow.,I have no idea honestly.,true,23,5,-18
expv6_6,evaluation,795214e856f61e9c7a822dee95b5cb05,795214e856f61e9c7a822dee95b5cb05_d19f7514.json,d19f7514.json,3,1,21,false,|4404|0404|0004|4404|4044|0444|,I thought the rule was to take the top 6 high and 4 wide boxes and copy the pattern from green to yellow.,I have no idea honestly.,true,23,5,-18
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_e9c9d9a1.json,e9c9d9a1.json,4,3,301,false,|003111300344444|003111300344444|003111300344444|333333333333333|773777377377777|773777377377777|773777377377777|333333333333333|773777377377777|773777377377777|333333333333333|003222300388888|003222300388888|003222300388888|003222300388888|,"I thought the rule was according the Output 3 to duplicate putting the orange color in the middle squares and putting the red, yellow, and blue in the other corners. I didn't do the light blue because I couldn't find a spot that matched where I thought that color would go.",I was duplicating the Example of Output 3 based on the shape of the boxes I was provided and the design. I thought I had to put Orange in the 4 areas in the middle.,true,51,35,-16
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_e9c9d9a1.json,e9c9d9a1.json,4,2,273,false,|003111300344444|003111300344444|003111300344444|333333333333333|773777377300000|773777377300000|773777377300000|333333333333333|773777377300000|773777377300000|333333333333333|003222300388888|003222300388888|003222300388888|003222300388888|,"I thought the rule was according the Output 3 to duplicate putting the orange color in the middle squares and putting the red, yellow, and blue in the other corners. I didn't do the light blue because I couldn't find a spot that matched where I thought that color would go.",I was duplicating the Example of Output 3 based on the shape of the boxes I was provided and the design. I thought I had to put Orange in the 4 areas in the middle.,true,51,35,-16
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_e9c9d9a1.json,e9c9d9a1.json,4,1,190,false,|003111344300000|003111344300000|003111344300000|333333333333333|003777377377777|003777377377777|003777377377777|333333333333333|003777377377777|003777377377777|333333333333333|003222300300000|003222300300000|003222300300000|003222300300000|,"I thought the rule was according the Output 3 to duplicate putting the orange color in the middle squares and putting the red, yellow, and blue in the other corners. I didn't do the light blue because I couldn't find a spot that matched where I thought that color would go.",I was duplicating the Example of Output 3 based on the shape of the boxes I was provided and the design. I thought I had to put Orange in the 4 areas in the middle.,true,51,35,-16
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_0934a4d8.json,0934a4d8.json,1,3,143,false,|7796|3976|3976|7796|7734|9777|6474|6776|7647|,Provide a color pattern that was exact to the picture provided.,"I thought the rule was to replicate the design on the example Input 3. For example, seeing a square in that picture of one color, meant to find the square in my test input of another color, and make output that color.",true,11,42,31
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_0934a4d8.json,0934a4d8.json,1,2,97,false,|7791|2971|2971|7721|7794|9777|1471|1774|7147|,Provide a color pattern that was exact to the picture provided.,"I thought the rule was to replicate the design on the example Input 3. For example, seeing a square in that picture of one color, meant to find the square in my test input of another color, and make output that color.",true,11,42,31
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_762cd429.json,762cd429.json,3,3,91,false,|000000000000001111111188888888|000000000000001111111188888888|000000000000001111111188888888|000000000000001111111188888888|000000111188881111111188888888|000000111188881111111188888888|001188111188881111111188888888|111188111188881111111188888888|881188111188881111111188888888|001188111188888888888811111111|000008111188888888888811111111|000008111188888888888811111111|000000000000008888888811111111|000000000000008888888811111111|000000000000008888888811111111|000000000000008888888811111111|,I thought the rule was to follow the Example of Output 3 because my amount of squares and grid pattern were the most similar to this Input 3.,I thought the task was to duplicate the Example of Output 3 because the amount of squares I was provided was the same as in this example. So I tried different patterns with the colors I was provided in my Test Input.,true,28,42,14
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_762cd429.json,762cd429.json,3,2,84,false,|000000000000001111111188888888|000000000000001111111188888888|000000000000001111111188888888|000000000000001111111188888888|000000111188881111111188888888|000000111188881111111188888888|001188111188881111111188888888|111188111188881111111188888888|881188111188881111111188888888|001188111188888888888881111111|000008111188888888888881111111|000008111188888888888881111111|000000000000008888888881111111|000000000000008888888881111111|000000000000008888888881111111|000000000000008888888881111111|,I thought the rule was to follow the Example of Output 3 because my amount of squares and grid pattern were the most similar to this Input 3.,I thought the task was to duplicate the Example of Output 3 because the amount of squares I was provided was the same as in this example. So I tried different patterns with the colors I was provided in my Test Input.,true,28,42,14
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_070dd51e.json,070dd51e.json,5,3,79,false,|00000000000000000000|00030000000000000000|00030000500000000000|02232222522222222000|00030000500000000000|00030000500000000000|00030000500000000000|00030007577777000000|00030000500000000000|00030000500000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000888888800000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00000000000000000000|,I thought the rule was to make lines connecting the same colored squares together.,I thought it was to connect the colored dots that were the same color together and to make the color that was going down be the color went through them.,true,14,30,16
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_070dd51e.json,070dd51e.json,5,2,73,false,|00000000000000000000|00030000000000000000|00030000500000000000|02222222522222222000|00030000500000000000|00030000500000000000|00030000500000000000|00030007777777000000|00030000500000000000|00030000500000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000888888800000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00000000000000000000|,I thought the rule was to make lines connecting the same colored squares together.,I thought it was to connect the colored dots that were the same color together and to make the color that was going down be the color went through them.,true,14,30,16
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_070dd51e.json,070dd51e.json,5,1,70,false,|00030000000000000000|00030000000000000000|00030000500000000000|02222222522222222000|00030000500000000000|00030000500000000000|00030000500000000000|00030007777777000000|00030000500000000000|00030000500000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00030000888888800000|00030000000000000000|00030000000000000000|00030000000000000000|00030000000000000000|00000000000000000000|,I thought the rule was to make lines connecting the same colored squares together.,I thought it was to connect the colored dots that were the same color together and to make the color that was going down be the color went through them.,true,14,30,16
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_0934a4d8.json,0934a4d8.json,1,1,40,false,|6966|9399|3499|1941|,Provide a color pattern that was exact to the picture provided.,"I thought the rule was to replicate the design on the example Input 3. For example, seeing a square in that picture of one color, meant to find the square in my test input of another color, and make output that color.",true,11,42,31
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_da2b0fe3.json,da2b0fe3.json,2,1,35,true,|0000000000|0222200000|0222200000|0222200000|3333333333|0222200000|0000000000|0000000000|0000000000|0000000000|,I thought the rule was to duplicate the same design and then make a line going through where the blank space was.,I thought the rule was to duplicate the same design and then make a line going through where the blank space was.,true,22,22,0
expv6_2,evaluation,799c483f990d48a46528dba7d94e6825,799c483f990d48a46528dba7d94e6825_762cd429.json,762cd429.json,3,1,32,false,|000000000000001111111111111111|000000000000001111111111111111|000000000000001111111111111111|000000000000001111111111111111|000000111111111111111111111111|000000111111111111111111111111|001111111111111111111111111111|111111111111111111111111111111|888888888888888888888888888888|008888888888888888888888888888|000008888888888888888888888888|000008888888888888888888888888|000000000000001111111111111111|000000000000001111111111111111|000000000000001111111111111111|000000000000001111111111111111|,I thought the rule was to follow the Example of Output 3 because my amount of squares and grid pattern were the most similar to this Input 3.,I thought the task was to duplicate the Example of Output 3 because the amount of squares I was provided was the same as in this example. So I tried different patterns with the colors I was provided in my Test Input.,true,28,42,14
expv6_4,evaluation,79a2fe714f7a69290a38a4a4fd6fb006,79a2fe714f7a69290a38a4a4fd6fb006_1da012fc.json,1da012fc.json,1,1,144,true,|0000000000000000000000000|0003300004440000000000000|0033330040404000000000000|0003300000400000000000000|0000000000000000000000000|0000000000000000000000000|0000000000000000000000000|0000008880000000000000000|0000088088000000000000000|0000008880000000555555550|0000000000000000535554550|0000000000000000555555550|0000000000000000555555550|0001000000600600555855550|0011100006666660555555550|0001000000066000555555550|0000000000000000515556550|0000000000000000555555550|0000000000000000555555550|,The colors in the box represent the colors I need to use in the output. The shapes remain unchanged.,The colors in the box represent the colors I need to use in the output. The shapes remain unchanged.,true,19,19,0
expv6_4,evaluation,79a2fe714f7a69290a38a4a4fd6fb006,79a2fe714f7a69290a38a4a4fd6fb006_1e97544e.json,1e97544e.json,4,1,96,true,|23456789123456789123456|33456789123456789123456|34456789123456789123456|34556789123456789123456|34566789123456789123456|34567789123456789123456|34567889123456789123456|34567899123456789123456|34567891123456789123456|34567891223456789123456|34567891233456789123456|34567891234456789123456|34567891234556789123456|34567891234566789123456|34567891234567789123456|34567891234567889123456|34567891234567899123456|34567891234567891123456|34567891234567891223456|34567891234567891233456|34567891234567891234456|34567891234567891234556|34567891234567891234566|,I use the same input but fill in the black spaces.,I use the same input but fill in the black spaces.,true,11,11,0
expv6_4,evaluation,79a2fe714f7a69290a38a4a4fd6fb006,79a2fe714f7a69290a38a4a4fd6fb006_50aad11f.json,50aad11f.json,5,2,51,true,|0110|1100|0111|0001|7000|7777|7000|7700|3330|3033|3000|3330|,I change the color to the color beside the shape. I compress everything so there's no black column on the outside.,I changed the color to the color on the side and compress the shapes so that no columns on the outside were all black.,true,21,24,3
expv6_4,evaluation,79a2fe714f7a69290a38a4a4fd6fb006,79a2fe714f7a69290a38a4a4fd6fb006_50aad11f.json,50aad11f.json,5,1,46,false,|0110|1100|0111|0001|7000|7777|7000|7700|3330|3033|3000|3333|,I change the color to the color beside the shape. I compress everything so there's no black column on the outside.,I changed the color to the color on the side and compress the shapes so that no columns on the outside were all black.,true,21,24,3
expv6_4,evaluation,79a2fe714f7a69290a38a4a4fd6fb006,79a2fe714f7a69290a38a4a4fd6fb006_f45f5ca7.json,f45f5ca7.json,2,1,20,true,|0020000000|0004000000|0000300000|0020000000|0000000000|0800000000|0000300000|0000000000|0004000000|0020000000|,The colors remain the same. The new column is determined by the color I use.,The colors remain the same. The new column is determined by the color I use.,true,15,15,0
expv6_4,evaluation,79a2fe714f7a69290a38a4a4fd6fb006,79a2fe714f7a69290a38a4a4fd6fb006_e66aafb8.json,e66aafb8.json,3,1,20,true,|684|594|894|,I have to fill in the missing colors of the black piece in the input.,I have to fill in the missing colors of the black piece in the input.,true,15,15,0
expv1,training,79c4bc130701b592b83f489ddb155ca2,79c4bc130701b592b83f489ddb155ca2_c9f8e694.json,c9f8e694.json,5,1,108,true,|101111110000|808888880000|101111110000|101111110111|707777770777|707777770777|700000777777|700000777000|800000888000|808880888000|808880888000|808880888000|,"Recreate the size and pattern of the original grid, but change the colored squares horizontally to match the colors that appear along the left vertical edge.","Recreate the size and pattern of the original grid, but change the colored squares horizontally to match the colors that appear along the left vertical edge.",true,26,26,0
expv1,training,79c4bc130701b592b83f489ddb155ca2,79c4bc130701b592b83f489ddb155ca2_09629e4f.json,09629e4f.json,9,1,93,true,|00052225444|00052225444|00052225444|55555555555|00056665333|00056665333|00056665333|55555555555|00050005000|00050005000|00050005000|,"Find the square within the original large grid that contains 5 black squares instead of 4. Expand the grid to match the original, but recreate the color pattern of that one square.","Find the square within the original large grid that contains 5 black squares instead of 4. Expand the grid to match the original, but recreate the color pattern of that one square.",true,32,32,0
expv1,training,79c4bc130701b592b83f489ddb155ca2,79c4bc130701b592b83f489ddb155ca2_0a938d79.json,0a938d79.json,6,1,73,true,|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|000003000040000300004000030|,"form vertical lines matching the colors in the example, then repeat those lines with the spacing indicated in the original.","form vertical lines matching the colors in the example, then repeat those lines with the spacing indicated in the original.",true,20,20,0
expv1,training,79c4bc130701b592b83f489ddb155ca2,79c4bc130701b592b83f489ddb155ca2_c59eb873.json,c59eb873.json,8,1,65,true,|2200007788|2200007788|2211110000|2211110000|0055666600|0055666600|3355660000|3355660000|0055000000|0055000000|,"Double the grid size, then simply recreate the colored pattern so it matches [with each single square becoming a 2 x 2 square]","Double the grid size, then simply recreate the colored pattern so it matches [with each single square becoming a 2 x 2 square]",true,23,23,0
expv1,training,79c4bc130701b592b83f489ddb155ca2,79c4bc130701b592b83f489ddb155ca2_4612dd53.json,4612dd53.json,7,1,47,true,|0000000000000|0000000000000|0012112121100|0010000000100|0020000000200|0020000000200|0010000000100|0012121221100|0020000000200|0010000000100|0012112121100|0000000000000|0000000000000|,Recreate the original pattern and grid size. Then fill in the 'missing' black squares with red to form the outlined shape indicated.,Recreate the original pattern and grid size. Then fill in the 'missing' black squares with red to form the outlined shape indicated.,true,22,22,0
expv1,training,79c4bc130701b592b83f489ddb155ca2,79c4bc130701b592b83f489ddb155ca2_ea786f4a.json,ea786f4a.json,1,1,32,true,|06666666660|60666666606|66066666066|66606660666|66660606666|66666066666|66660606666|66606660666|66066666066|60666666606|06666666660|,"Form an x shape radiating out from the center black square, with the remaining squares colored [hot pink in this case].","Form an x shape radiating out from the center black square, with the remaining squares colored [hot pink in this case].",true,21,21,0
expv1,training,79c4bc130701b592b83f489ddb155ca2,79c4bc130701b592b83f489ddb155ca2_4c4377d9.json,4c4377d9.json,2,1,32,true,|4499|4444|4499|4499|4444|4499|,"Expand the grid to double its height, then recreate the original bottom pattern on the top.","Expand the grid to double its height, then recreate the original bottom pattern on the top.",true,16,16,0
